"","sex","age","race","hispanic_origin","citizenship","nativity","marital","family_size","children","education_level","english_level","salary","hours_worked","weeks_worked","occupation","industry","economic_region"
"10100","male",31,"other","yes",1,"native","never married",4,0,21,0,50000,25,49,"33-3050","92MP","Far West"
"10101","female",49,"white","no",1,"native","married",3,1,22,0,52000,40,49,"25-2020","6111","Southeast"
"10102","male",35,"mix","yes",1,"native","never married",1,-1,23,0,8000,20,26,"19-40YY","923","Far West"
"10103","female",29,"white","no",1,"native","married",2,0,21,0,61000,50,49,"25-2020","6111","Far West"
"10104","male",25,"asian","no",5,"foreign-born","never married",1,0,21,2,50000,20,49,"15-1252","4236","Rocky Mountain"
"10105","female",39,"white","no",1,"native","married",5,2,16,0,20000,40,49,"41-1011","4523","Southeast"
"10106","male",62,"white","no",1,"native","married",3,0,18,0,56000,45,49,"31-1131","6222","New England"
"10107","female",46,"white","no",1,"native","divorced",2,1,22,0,149000,40,49,"13-2011","9211MP","Mideast"
"10108","male",44,"white","no",1,"native","never married",3,0,22,0,16000,30,26,"25-2020","6111","Rocky Mountain"
"10109","female",45,"white","no",1,"native","married",4,2,22,1,13000,20,39,"25-2020","6111","Far West"
"10110","female",60,"white","no",1,"native","married",2,0,22,0,48000,40,49,"25-2030","6111","Southeast"
"10111","female",61,"white","no",1,"native","married",2,0,16,0,22700,35,49,"43-6014","6111","Mideast"
"10112","male",61,"white","no",1,"native","married",2,0,20,0,11000,25,49,"53-3030","6242","Great Lakes"
"10113","male",23,"white","no",1,"native","never married",6,0,19,0,30000,40,49,"43-4071","92M2","Southwest"
"10114","female",31,"white","no",1,"native","never married",1,0,21,0,29000,40,49,"19-1020","92M1","Southeast"
"10115","female",36,"asian","no",1,"native","married",3,1,24,0,115000,30,47,"25-1000","611M1","Plains"
"10116","male",43,"white","no",1,"native","married",9,0,17,0,52000,40,49,"31-113X","6222","Mideast"
"10117","male",34,"white","no",1,"native","never married",2,1,21,0,47000,45,49,"43-5052","491","Plains"
"10118","female",64,"white","no",1,"native","divorced",1,0,20,0,16100,16,39,"29-1141","923","Southeast"
"10119","female",45,"white","no",1,"native","never married",3,0,22,0,52000,40,49,"41-2010","488","New England"
"10120","female",35,"black","no",1,"native","married",3,1,24,0,56000,40,49,"25-90XX","6111","Southeast"
"10121","female",52,"white","yes",1,"native","married",2,0,21,0,35000,40,49,"13-1041","9211MP","Great Lakes"
"10122","female",56,"white","no",1,"native","married",2,0,21,0,9000,20,39,"25-2020","6111","Plains"
"10123","female",48,"white","no",1,"native","never married",2,1,19,0,63000,40,49,"41-1012","52M2","Great Lakes"
"10124","female",45,"white","no",1,"native","married",5,3,21,2,46000,40,49,"25-30XX","92MP","Southeast"
"10125","female",30,"white","no",1,"native","married",4,2,22,0,55000,36,49,"25-2020","6111","New England"
"10126","male",32,"black","no",1,"native","married",5,3,17,0,20000,50,49,"51-4XXX","3219ZM","Plains"
"10127","female",49,"white","no",1,"native","married",2,0,21,0,57000,60,49,"25-2020","6111","Southeast"
"10128","male",22,"white","no",1,"native","never married",4,0,18,0,24000,40,49,"37-201X","712","Mideast"
"10129","female",37,"white","no",1,"native","married",5,3,24,0,59000,80,49,"29-1210","622M","Southwest"
"10130","male",49,"white","no",1,"native","married",4,1,21,0,80000,40,49,"25-2020","6111","Southeast"
"10131","male",45,"black","yes",2,"native","married",4,1,16,3,10000,40,49,"51-4XXX","3261","New England"
"10132","female",25,"white","no",1,"native","never married",1,0,20,0,41000,40,49,"29-1141","622M","Southeast"
"10133","male",46,"white","no",1,"native","married",6,4,22,0,65000,40,47,"25-2030","6111","Southeast"
"10134","male",52,"white","no",1,"native","married",2,0,19,0,71000,45,49,"33-3012","92MP","Mideast"
"10135","male",27,"white","no",1,"native","married",2,0,17,0,36000,46,49,"11-91XX","9211MP","Southeast"
"10136","female",61,"black","no",1,"native","divorced",1,0,20,0,17600,40,49,"25-2020","6111","Southeast"
"10137","male",37,"white","yes",1,"native","married",3,1,17,0,38000,38,49,"49-1011","6111","Southeast"
"10138","female",47,"white","yes",1,"native","separated",4,0,22,1,50000,40,49,"25-2020","6111","Rocky Mountain"
"10139","female",54,"white","no",4,"foreign-born","divorced",3,0,20,2,10400,30,26,"39-9011","6111","Far West"
"10140","male",53,"white","no",1,"native","divorced",2,0,18,0,24000,30,49,"33-1021","92MP","Great Lakes"
"10141","male",29,"white","no",1,"native","never married",1,0,19,0,65000,48,49,"33-2011","92MP","Mideast"
"10142","female",49,"white","yes",1,"native","never married",3,1,21,2,52000,40,49,"25-2020","6111","Rocky Mountain"
"10143","female",59,"mix","no",1,"native","married",2,0,22,0,78000,40,49,"25-2020","6111","Far West"
"10144","male",20,"white","yes",1,"native","never married",1,-1,16,1,21000,50,49,"55-3010","928110P4","Southeast"
"10145","male",59,"mix","no",1,"native","married",1,0,19,0,60000,40,49,"43-1011","92M1","Far West"
"10146","female",50,"white","no",1,"native","divorced",1,0,21,0,94000,40,49,"29-1141","622M","Great Lakes"
"10147","male",40,"white","no",1,"native","married",4,2,21,0,160000,40,49,"13-2041","92113","Southeast"
"10148","female",21,"white","yes",1,"native","never married",1,0,19,0,7000,25,39,"43-4121","51912","Far West"
"10149","male",38,"white","no",1,"native","married",5,3,16,0,45000,50,49,"43-5052","491","Mideast"
"10150","female",48,"asian","no",1,"native","married",4,2,21,0,130000,40,49,"11-91XX","928110P2","Far West"
"10151","male",47,"white","no",1,"native","married",4,1,21,1,45000,40,39,"25-2020","6111","Southeast"
"10152","female",58,"white","no",1,"native","married",5,0,21,1,13000,16,49,"43-4121","51912","New England"
"10153","female",52,"white","yes",1,"native","married",4,1,20,0,4000,24,49,"25-2020","6111","Far West"
"10154","male",27,"black","no",1,"native","never married",1,0,19,0,30000,40,39,"55-9830","928110P6","Abroad"
"10155","male",43,"white","yes",1,"native","divorced",1,0,22,0,80000,37,49,"25-2010","6111","Mideast"
"10156","female",60,"white","no",1,"native","married",2,0,16,0,25000,81,49,"35-1011","92MP","Plains"
"10157","female",19,"asian","no",1,"native","never married",1,-1,20,1,1300,5,39,"21-1012","611M1","Far West"
"10158","female",37,"white","no",1,"native","married",4,2,21,0,60000,40,49,"29-1141","6211","Rocky Mountain"
"10159","male",51,"white","yes",1,"native","married",3,1,21,2,52000,40,49,"53-6051","92MP","Rocky Mountain"
"10160","female",53,"black","no",4,"foreign-born","married",3,1,23,1,130000,40,49,"11-91XX","92M2","Mideast"
"10161","male",48,"white","no",1,"native","married",4,0,19,0,60000,40,49,"43-5052","491","Plains"
"10162","male",43,"white","no",1,"native","married",2,0,21,0,78000,40,49,"19-1020","113M","Great Lakes"
"10163","male",33,"white","no",1,"native","never married",1,0,20,0,70000,45,49,"17-3023","2211P","Southeast"
"10164","female",22,"white","no",1,"native","never married",1,-1,19,0,250,8,0,"27-2023","611M1","Southeast"
"10165","female",28,"white","no",1,"native","never married",1,0,20,0,43200,40,49,"27-3043","9211MP","Plains"
"10166","male",55,"black","no",1,"native","never married",1,0,16,0,28000,40,49,"37-2012","611M1","Southeast"
"10167","female",51,"white","no",1,"native","divorced",1,0,19,0,21200,40,49,"43-6014","6244","Southeast"
"10168","male",36,"white","no",1,"native","divorced",3,2,22,0,54000,45,49,"25-2020","6111","Far West"
"10169","male",56,"white","no",1,"native","divorced",1,0,21,0,51000,40,49,"13-2081","92113","Southeast"
"10170","female",24,"asian","yes",1,"native","married",1,-1,21,1,24000,60,49,"53-7065","928110P4","Southeast"
"10171","female",61,"white","no",1,"native","married",2,0,21,0,6800,14,0,"25-2020","6111","Great Lakes"
"10172","female",56,"white","no",1,"native","married",2,0,19,0,22000,40,49,"43-6014","531M","Southeast"
"10173","female",47,"white","yes",5,"foreign-born","married",4,2,22,1,60000,45,49,"25-2020","6111","Rocky Mountain"
"10174","female",59,"white","no",1,"native","never married",1,0,21,0,15200,18,49,"43-5111","562","Plains"
"10175","male",56,"white","no",1,"native","married",6,0,17,0,98000,40,49,"51-91XX","22132","Far West"
"10176","female",35,"white","no",1,"native","married",3,1,21,0,65000,35,49,"11-3061","9211MP","Mideast"
"10177","female",30,"white","no",1,"native","married",3,1,22,0,50000,40,39,"25-2020","6111","Great Lakes"
"10178","male",55,"white","no",1,"native","married",2,0,21,0,36500,40,49,"13-1041","923","Southeast"
"10179","female",48,"white","no",1,"native","married",4,2,21,0,21500,40,49,"21-1012","6111","Mideast"
"10180","female",58,"white","no",1,"native","divorced",1,0,20,0,9000,16,49,"43-3031","6241","New England"
"10181","male",47,"white","no",1,"native","married",4,2,23,0,50000,55,49,"25-2030","6111","Southeast"
"10182","female",56,"white","no",1,"native","married",2,0,16,0,30000,40,49,"43-5052","491","Southwest"
"10183","female",29,"white","no",1,"native","never married",2,0,22,0,36000,40,49,"11-9161","9211MP","Southeast"
"10184","female",40,"white","yes",1,"native","divorced",5,3,20,0,20000,40,49,"25-9040","6111","Rocky Mountain"
"10185","female",32,"asian","no",4,"foreign-born","never married",1,0,22,0,75000,45,49,"15-1299","92MP","Mideast"
"10186","male",37,"white","no",1,"native","never married",3,2,21,0,65000,40,49,"33-3012","92MP","Mideast"
"10187","male",43,"mix","no",4,"foreign-born","never married",1,0,19,0,60000,40,49,"15-2031","9211MP","Far West"
"10188","male",54,"white","no",1,"native","married",2,0,22,0,44000,50,49,"25-2020","6111","Southwest"
"10189","male",56,"white","no",1,"native","married",2,0,22,0,133000,46,49,"19-10XX","923","Mideast"
"10190","female",63,"black","no",1,"native","married",3,0,21,0,85000,40,49,"29-2010","622M","Far West"
"10191","male",58,"white","no",1,"native","married",2,0,21,0,95000,40,49,"17-21YY","928P","Southwest"
"10192","male",46,"white","no",1,"native","married",2,0,18,0,30000,40,49,"33-3050","92MP","Mideast"
"10193","female",52,"white","yes",1,"native","married",2,0,19,2,25000,40,49,"43-6014","92MP","Rocky Mountain"
"10194","male",32,"white","no",1,"native","divorced",9,0,16,0,30000,40,49,"37-201X","9211MP","Southeast"
"10195","female",38,"white","no",1,"native","married",3,1,16,0,23000,40,39,"51-9061","336M","Great Lakes"
"10196","male",21,"white","no",1,"native","never married",7,2,19,0,7500,40,49,"17-302X","9211MP","Mideast"
"10197","male",49,"white","no",1,"native","married",4,2,21,0,1e+05,40,49,"33-3050","92MP","Mideast"
"10198","male",39,"white","no",1,"native","married",4,2,22,0,119000,50,49,"33-3021","92MP","Southwest"
"10199","female",56,"white","no",1,"native","divorced",1,0,21,0,50000,35,49,"21-1029","6241","Mideast"
"10200","female",30,"white","no",1,"native","married",3,1,22,0,40000,45,49,"29-1141","622M","Southeast"
"10201","female",23,"white","yes",4,"foreign-born","married",3,1,16,1,20000,45,49,"25-9040","6111","Plains"
"10202","male",28,"white","no",1,"native","never married",1,0,20,0,60000,42,49,"15-1211","928110P3","Far West"
"10203","female",46,"black","no",4,"foreign-born","married",4,2,17,0,9000,30,39,"39-9011","6111","Southeast"
"10204","female",41,"white","no",1,"native","married",4,2,22,0,110000,40,49,"21-1012","6111","Mideast"
"10205","male",49,"white","no",1,"native","never married",1,0,16,0,60000,60,49,"33-1021","92MP","Southeast"
"10206","female",62,"white","no",1,"native","never married",2,0,22,1,76000,43,39,"29-1127","6111","Southeast"
"10207","male",37,"white","yes",1,"native","married",3,0,12,1,468000,20,49,"53-3030","9211MP","Rocky Mountain"
"10208","female",38,"black","no",1,"native","married",5,2,14,0,40000,40,49,"51-9198","92MP","Southeast"
"10209","female",60,"white","no",1,"native","married",3,0,22,0,75000,40,49,"25-2020","6111","Great Lakes"
"10210","male",22,"white","yes",1,"native","never married",1,-1,19,0,31700,19,49,"55-3010","928110P2","Far West"
"10211","female",58,"white","no",1,"native","married",2,0,21,0,60000,45,49,"11-3031","92113","Rocky Mountain"
"10212","female",60,"mix","yes",1,"native","married",3,0,22,0,170000,40,49,"15-2031","923","Mideast"
"10213","female",22,"white","no",1,"native","never married",3,0,20,0,25000,46,0,"33-3050","92MP","Great Lakes"
"10214","female",48,"white","no",1,"native","never married",4,0,20,0,47600,40,49,"13-2011","92M2","Mideast"
"10215","male",39,"white","no",1,"native","married",4,2,20,0,70000,55,49,"53-3030","4244","Southeast"
"10216","male",50,"other","yes",5,"foreign-born","married",5,1,16,3,10000,40,49,"37-201X","6111","Far West"
"10217","male",29,"white","no",1,"native","divorced",2,1,20,0,8000,40,26,"27-2022","713Z","Far West"
"10218","female",49,"black","no",1,"native","never married",3,2,22,0,59000,38,49,"25-2020","6111","Southeast"
"10219","male",43,"asian","no",4,"foreign-born","married",3,1,24,1,80000,40,49,"13-2031","928P","Southeast"
"10220","female",42,"white","no",1,"native","married",5,3,21,0,12000,19,26,"25-2020","6111","New England"
"10221","female",53,"other","yes",1,"native","divorced",3,0,22,1,85000,40,49,"11-9111","622M","Far West"
"10222","male",49,"white","no",1,"native","never married",1,0,21,0,45000,40,49,"13-2020","92113","Southeast"
"10223","male",51,"white","no",1,"native","married",2,0,21,0,90000,45,49,"33-3011","92MP","Rocky Mountain"
"10224","female",43,"white","no",1,"native","married",3,1,21,0,64000,50,49,"25-2020","6111","Great Lakes"
"10225","male",49,"white","no",1,"native","married",4,0,21,0,53000,40,49,"27-1024","611M1","Mideast"
"10226","female",51,"white","no",1,"native","married",4,1,21,0,50000,35,39,"25-2020","6111","Plains"
"10227","female",26,"black","no",1,"native","never married",5,0,21,0,36000,40,49,"33-3012","92MP","Southeast"
"10228","male",40,"white","no",1,"native","married",4,2,19,0,1e+05,44,49,"33-3050","92MP","Mideast"
"10229","male",21,"white","no",1,"native","never married",1,-1,1,0,12400,50,49,"55-9830","928110P6","Far West"
"10230","male",20,"black","no",1,"native","never married",3,0,19,0,30000,40,49,"33-3050","92MP","Southeast"
"10231","female",48,"white","no",1,"native","never married",1,0,22,0,8000,20,49,"25-3041","611M1","Rocky Mountain"
"10232","female",30,"white","no",1,"native","married",3,1,22,0,62000,40,49,"43-1011","9211MP","Great Lakes"
"10233","male",36,"white","no",1,"native","married",1,0,21,0,36000,56,49,"33-2011","92MP","Rocky Mountain"
"10234","male",53,"white","no",1,"native","never married",1,0,21,0,4500,20,39,"43-4XXX","45121","Rocky Mountain"
"10235","male",33,"white","no",1,"native","married",2,0,23,0,95000,45,49,"23-10XX","92MP","Plains"
"10236","female",40,"black","no",4,"foreign-born","married",5,2,20,0,80000,40,49,"29-1141","622M","Mideast"
"10237","female",38,"white","no",1,"native","divorced",2,1,21,0,60000,45,49,"21-1029","6231","Great Lakes"
"10238","female",34,"white","no",1,"native","married",4,2,22,0,50000,42,49,"25-2020","6111","Southeast"
"10239","female",30,"white","no",1,"native","married",2,0,19,0,10000,40,39,"37-201X","9211MP","Plains"
"10240","male",31,"white","no",1,"native","divorced",1,0,21,0,90000,40,49,"13-2011","5412","Great Lakes"
"10241","female",42,"white","no",1,"native","married",5,2,21,0,50000,40,49,"25-2030","6111","Southwest"
"10242","female",40,"white","yes",4,"foreign-born","married",4,2,21,1,55000,40,49,"21-1029","622M","Southeast"
"10243","male",63,"white","no",1,"native","married",2,0,21,0,137000,43,49,"43-1011","928P","Southeast"
"10244","female",48,"white","no",1,"native","married",4,0,21,0,39000,40,49,"25-2020","6111","Southeast"
"10245","female",50,"AIAN","no",1,"native","married",2,0,16,0,27000,60,49,"33-3012","92MP","Plains"
"10246","female",57,"white","no",1,"native","married",2,0,21,0,76000,44,49,"15-1299","23","Far West"
"10247","male",48,"black","no",1,"native","never married",2,0,18,0,32000,40,49,"53-3030","562","Rocky Mountain"
"10248","male",43,"white","no",1,"native","married",5,0,17,0,130000,40,49,"29-2042","621M","Great Lakes"
"10249","male",51,"white","no",1,"native","married",2,0,21,0,45000,45,49,"41-1012","712","Southeast"
"10250","female",25,"white","no",1,"native","never married",3,0,22,0,18000,40,49,"25-2020","6111","Mideast"
"10251","female",61,"white","no",1,"native","married",2,0,21,0,53000,50,49,"11-9030","6111","Rocky Mountain"
"10252","male",19,"white","no",1,"native","never married",10,2,20,0,3500,12,49,"33-909X","9211MP","Far West"
"10253","female",46,"mix","no",1,"native","married",7,3,21,0,60000,40,49,"47-2211","3366","Far West"
"10254","female",59,"white","no",1,"native","divorced",1,0,16,0,34000,42,49,"43-9061","92MP","Great Lakes"
"10255","female",49,"white","no",1,"native","married",4,2,21,0,48800,24,49,"29-1141","6231","Rocky Mountain"
"10256","male",56,"black","no",1,"native","divorced",4,0,21,0,40000,40,49,"53-3051","6111","Far West"
"10257","female",32,"mix","yes",1,"native","never married",6,0,20,2,17000,30,39,"25-9040","6111","Far West"
"10258","female",31,"white","no",1,"native","never married",2,1,20,0,20200,30,49,"25-2020","6111","Plains"
"10259","male",39,"black","no",1,"native","married",6,4,22,0,98000,40,49,"13-1041","92M1","Rocky Mountain"
"10260","female",58,"black","no",1,"native","married",3,0,21,0,58000,40,49,"13-2011","5417","Southeast"
"10261","male",46,"asian","no",4,"foreign-born","married",6,0,1,3,34000,40,49,"37-201X","6111","Southeast"
"10262","male",55,"white","no",1,"native","married",2,0,19,0,60000,40,49,"43-9061","92M2","Rocky Mountain"
"10263","female",19,"white","yes",1,"native","never married",6,1,16,1,600,6,26,"37-201X","4481","Great Lakes"
"10264","male",31,"white","yes",1,"native","married",6,4,21,0,32000,40,49,"43-4051","92M1","Southwest"
"10265","male",42,"white","no",1,"native","married",2,0,21,0,60000,40,49,"33-3050","92MP","Southeast"
"10266","male",50,"white","no",1,"native","married",3,1,21,0,129000,50,49,"11-3021","6111","Far West"
"10267","male",22,"white","no",1,"native","never married",1,-1,20,0,22000,50,49,"47-5032","928110P2","Southeast"
"10268","male",60,"white","no",1,"native","never married",1,0,22,0,50000,35,49,"25-1000","611M1","New England"
"10269","female",45,"asian","no",4,"foreign-born","married",5,3,22,0,46000,40,49,"25-4022","51912","Mideast"
"10270","male",37,"white","no",1,"native","married",4,2,21,0,53000,50,49,"25-2020","6111","Great Lakes"
"10271","female",32,"white","no",1,"native","married",4,2,19,0,20700,40,49,"31-1121","6241","Great Lakes"
"10272","male",48,"mix","no",3,"native","never married",1,0,21,0,91000,45,49,"11-91XX","92113","Southeast"
"10273","female",49,"white","no",1,"native","married",4,1,21,0,52000,35,49,"43-6014","9211MP","New England"
"10274","female",62,"white","no",1,"native","married",2,0,19,0,24000,40,49,"43-9061","923","Southeast"
"10275","female",57,"white","no",1,"native","married",2,0,16,0,16000,32,39,"35-2010","6111","Mideast"
"10276","female",49,"white","no",1,"native","divorced",2,0,22,0,65000,40,39,"25-2020","6111","Great Lakes"
"10277","male",54,"white","no",1,"native","married",3,0,20,0,98000,40,49,"15-1251","5415","Mideast"
"10278","male",49,"white","yes",1,"native","married",2,0,24,0,160000,40,49,"29-1210","3365","Southeast"
"10279","female",36,"white","no",1,"native","married",4,2,11,0,47000,20,49,"29-1141","92MP","Far West"
"10280","female",47,"white","no",1,"native","married",3,1,17,0,33700,40,49,"43-9021","9211MP","Southeast"
"10281","female",45,"white","no",1,"native","divorced",1,0,23,0,69000,40,49,"19-3051","9211MP","Far West"
"10282","male",49,"white","no",1,"native","married",3,1,22,0,72000,40,49,"25-2020","6111","Great Lakes"
"10283","male",30,"white","no",1,"native","married",2,0,19,0,42000,40,49,"33-3012","92MP","Mideast"
"10284","male",40,"white","yes",1,"native","divorced",1,0,19,1,71000,40,49,"33-3050","92MP","Rocky Mountain"
"10285","male",43,"white","no",1,"native","married",5,3,22,0,1e+05,40,49,"13-1111","928110P1","Southeast"
"10286","female",50,"white","no",1,"native","married",4,1,21,0,91000,40,49,"13-2011","622M","Southeast"
"10287","female",29,"white","no",1,"native","divorced",3,2,18,0,16200,40,49,"43-9061","712","Rocky Mountain"
"10288","female",57,"white","no",1,"native","divorced",2,0,19,0,52000,40,49,"43-9XXX","622M","Far West"
"10289","male",28,"black","no",1,"native","married",3,1,20,0,34200,40,49,"55-9830","928110P3","Far West"
"10290","female",31,"white","no",1,"native","married",2,0,22,0,53000,40,49,"25-9040","6111","Great Lakes"
"10291","male",49,"white","no",1,"native","married",2,0,19,0,82000,40,49,"33-3050","92MP","Southeast"
"10292","male",51,"black","no",1,"native","divorced",1,0,18,0,42000,40,49,"11-9111","6214","Great Lakes"
"10293","female",34,"white","no",1,"native","divorced",1,0,20,0,55000,90,49,"33-2011","92MP","Rocky Mountain"
"10294","female",35,"other","yes",4,"foreign-born","separated",3,1,21,1,37000,40,49,"25-9040","6111","Mideast"
"10295","male",56,"asian","no",4,"foreign-born","married",3,0,19,1,80000,48,49,"37-201X","491","Southeast"
"10296","male",56,"black","no",1,"native","married",4,1,21,0,1200,20,26,"25-2020","6111","Southeast"
"10297","female",58,"white","no",1,"native","divorced",1,0,19,0,64000,40,49,"11-91XX","9211MP","Southwest"
"10298","female",41,"white","no",1,"native","married",4,2,22,0,1e+05,37,49,"25-1000","611M1","Mideast"
"10299","female",53,"white","no",1,"native","divorced",3,0,20,0,40000,40,49,"29-2072","92113","Plains"
"10300","female",30,"black","no",1,"native","married",5,3,20,0,12000,40,49,"41-2010","44511","Southeast"
"10301","female",54,"black","no",1,"native","never married",4,2,21,0,105000,40,49,"33-3050","92MP","Far West"
"10302","female",47,"AIAN","no",1,"native","never married",4,1,16,0,33000,40,49,"43-6014","9211MP","Far West"
"10303","female",44,"white","no",1,"native","married",4,1,21,0,72000,70,49,"25-2020","6111","Southeast"
"10304","male",60,"white","no",1,"native","married",3,0,16,0,31200,40,49,"51-8031","9211MP","Mideast"
"10305","female",35,"white","no",1,"native","married",9,5,24,0,89000,40,49,"25-1000","611M1","Southeast"
"10306","female",52,"white","yes",5,"foreign-born","married",3,0,19,1,18000,35,49,"25-9040","6111","Southeast"
"10307","female",38,"white","no",1,"native","married",2,0,22,0,75000,40,49,"25-1000","611M1","Plains"
"10308","female",61,"white","no",1,"native","married",2,0,21,0,60000,50,39,"25-2020","6111","New England"
"10309","female",25,"white","no",1,"native","married",2,0,21,1,17000,40,26,"25-9040","6111","Rocky Mountain"
"10310","female",63,"white","no",1,"native","married",2,0,16,0,19000,30,49,"35-2010","6111","Mideast"
"10311","female",22,"white","no",1,"native","never married",4,0,19,0,1500,5,26,"25-3041","611M1","New England"
"10312","female",55,"white","no",1,"native","divorced",1,0,19,0,53000,40,49,"33-3012","92MP","Far West"
"10313","female",35,"white","no",1,"native","married",5,3,22,0,36000,20,39,"25-2020","6111","Great Lakes"
"10314","female",45,"white","no",4,"foreign-born","married",4,2,21,0,460,10,49,"25-4031","51912","Southeast"
"10315","male",63,"white","no",1,"native","divorced",2,0,20,1,54000,40,49,"53-3030","23","Far West"
"10316","female",63,"white","no",1,"native","divorced",1,0,17,0,44600,32,39,"37-201X","491","Southeast"
"10317","male",49,"white","no",1,"native","married",5,1,21,0,140000,56,49,"13-2052","52M2","Mideast"
"10318","male",34,"white","yes",1,"native","married",4,2,21,0,180000,45,49,"33-3050","92MP","Far West"
"10319","male",30,"white","no",1,"native","married",4,2,20,0,76000,40,49,"15-1211","928110P2","Mideast"
"10320","female",35,"black","no",1,"native","never married",1,0,20,0,35000,32,49,"25-9040","6111","New England"
"10321","female",30,"white","yes",1,"native","married",4,0,21,0,28000,40,26,"25-2020","6111","Rocky Mountain"
"10322","female",60,"white","no",1,"native","divorced",1,0,21,0,52000,40,49,"49-2011","6111","Rocky Mountain"
"10323","female",58,"white","no",1,"native","married",2,0,16,0,22000,35,26,"35-2010","6111","Great Lakes"
"10324","female",59,"white","yes",4,"foreign-born","married",3,0,21,4,76000,40,39,"25-2020","6111","Far West"
"10325","male",34,"white","no",1,"native","married",1,0,21,0,54000,60,49,"33-909X","712","Plains"
"10326","male",46,"white","no",1,"native","married",4,0,17,0,30000,63,49,"37-1011","6111","Southeast"
"10327","female",64,"white","no",1,"native","married",2,0,20,0,75000,40,49,"29-2072","622M","Rocky Mountain"
"10328","male",19,"white","yes",1,"native","never married",5,0,16,1,5000,40,49,"47-2061","2211P","Rocky Mountain"
"10329","male",43,"white","yes",1,"native","married",3,1,23,0,150000,45,49,"15-2031","9211MP","Mideast"
"10330","male",60,"white","no",1,"native","married",2,0,16,0,45000,40,49,"37-201X","6111","Southeast"
"10331","male",27,"white","no",1,"native","married",2,0,21,0,86000,40,49,"17-2051","23","Far West"
"10332","female",59,"white","no",1,"native","divorced",1,0,20,0,31200,44,49,"43-9061","92MP","Far West"
"10333","female",59,"white","no",1,"native","married",2,0,16,0,50000,33,49,"43-5053","491","Plains"
"10334","male",47,"black","no",1,"native","never married",1,0,21,0,45000,40,49,"13-1041","92M2","Southeast"
"10335","male",19,"white","yes",1,"native","never married",3,0,16,1,11000,40,39,"51-9198","6111","Rocky Mountain"
"10336","male",52,"white","no",1,"native","divorced",1,0,19,0,70000,40,49,"19-40YY","221MP","Far West"
"10337","male",55,"white","no",1,"native","married",4,2,21,0,50000,45,49,"11-91XX","9211MP","Southeast"
"10338","male",28,"white","no",1,"native","never married",2,0,19,0,17500,37,49,"25-9040","6111","Southeast"
"10339","female",31,"white","no",1,"native","married",4,2,21,0,43000,40,49,"25-2020","6111","Southeast"
"10340","female",33,"white","no",1,"native","married",3,1,21,0,55000,45,49,"19-3034","6111","Rocky Mountain"
"10341","male",45,"white","no",4,"foreign-born","married",5,2,16,1,77000,40,49,"47-2111","485M","Great Lakes"
"10342","female",46,"white","no",1,"native","divorced",7,6,22,0,42000,50,49,"25-2020","6111","Southeast"
"10343","female",61,"black","no",1,"native","married",2,0,21,0,45000,40,49,"43-3061","9211MP","Southeast"
"10344","female",64,"white","no",1,"native","married",2,0,21,0,63000,40,49,"15-1244","6111","Rocky Mountain"
"10345","female",28,"white","no",1,"native","married",2,0,21,0,50000,40,49,"33-3050","92MP","Great Lakes"
"10346","male",30,"white","no",1,"native","married",4,2,22,0,68000,42,49,"21-1014","923","Rocky Mountain"
"10347","male",40,"white","no",1,"native","married",5,3,20,0,55000,55,49,"25-1000","611M1","Mideast"
"10348","male",33,"white","no",1,"native","married",4,2,22,0,432000,80,49,"11-9030","6111","Great Lakes"
"10349","male",19,"white","no",1,"native","never married",1,-1,16,0,18000,60,47,"49-209X","928110P3","Southeast"
"10350","female",24,"white","no",1,"native","married",2,0,21,0,42000,40,49,"21-1093","923","Southeast"
"10351","female",20,"black","no",1,"native","never married",3,0,18,0,6000,40,49,"41-2010","622M","Southeast"
"10352","female",34,"white","no",1,"native","married",4,2,19,0,13900,37,0,"43-6014","923","Mideast"
"10353","male",36,"white","yes",1,"native","married",4,2,22,1,61000,55,49,"11-3031","9211MP","Rocky Mountain"
"10354","female",52,"mix","no",1,"native","married",2,0,18,0,44000,38,49,"43-3031","334M2","Great Lakes"
"10355","female",40,"white","no",1,"native","divorced",3,0,16,0,24000,53,49,"53-3051","6111","Southeast"
"10356","male",54,"other","yes",1,"native","married",2,0,22,0,110000,40,49,"25-2020","6111","Mideast"
"10357","female",46,"white","no",1,"native","married",7,3,19,0,3000,20,26,"43-5052","491","Great Lakes"
"10358","female",20,"black","no",1,"native","never married",1,-1,19,0,40000,40,49,"39-9032","92MP","Southeast"
"10359","female",51,"white","no",1,"native","married",2,0,16,0,59000,40,49,"43-5052","491","Mideast"
"10360","male",51,"white","no",1,"native","married",4,0,22,0,90000,50,49,"25-2020","6111","Mideast"
"10361","female",44,"white","no",1,"native","married",5,3,22,0,42000,40,49,"21-1012","6111","Southeast"
"10362","female",56,"black","no",1,"native","divorced",1,0,21,0,11100,45,49,"11-3121","923","Southeast"
"10363","female",51,"white","no",1,"native","married",2,0,22,0,55000,40,39,"25-2020","6111","Rocky Mountain"
"10364","male",25,"white","no",1,"native","never married",2,1,16,0,30700,40,49,"51-91XX","9211MP","Southeast"
"10365","female",58,"black","no",1,"native","married",4,0,21,0,22000,40,39,"43-5053","491","Rocky Mountain"
"10366","male",44,"white","no",1,"native","married",4,2,21,0,79000,40,49,"43-1011","92MP","Mideast"
