"","sex","age","race","juv_fel","juv_misd","juv_other","priors","charge","two_year_recid"
"3600",0,43,0,0,0,0,0,0,0
"3601",0,72,1,0,0,0,7,1,0
"3602",0,33,0,0,0,0,3,1,1
"3603",0,24,0,0,0,0,1,1,0
"3604",0,60,0,0,0,0,0,1,0
"3605",0,24,1,0,0,0,3,1,1
"3606",0,43,0,0,0,0,2,0,0
"3607",0,30,0,0,0,0,1,0,0
"3608",1,43,1,0,0,0,0,0,1
"3609",0,48,0,0,0,0,1,0,0
"3610",0,54,0,0,0,0,0,0,0
"3611",0,45,0,0,0,0,1,0,0
"3612",0,36,0,0,0,0,0,1,0
"3613",0,31,1,0,0,0,1,0,0
"3614",0,40,0,0,0,0,0,0,0
"3615",0,50,1,0,0,0,1,1,0
"3616",1,26,0,0,0,0,1,0,1
"3617",0,41,0,0,0,0,7,1,0
"3618",0,34,1,0,0,1,5,1,1
"3619",1,28,1,0,0,0,0,1,1
"3620",0,30,0,0,0,0,1,1,0
"3621",0,23,1,0,0,2,2,1,1
"3622",1,37,0,0,0,0,0,0,0
"3623",0,35,0,0,0,0,5,0,0
"3624",0,21,1,0,0,1,1,1,1
"3625",0,45,0,0,0,0,1,1,1
"3626",1,22,0,0,1,0,2,0,1
"3627",0,29,0,0,0,0,6,1,1
"3628",1,30,0,0,0,0,0,0,0
"3629",0,45,1,0,0,0,3,0,0
"3630",1,24,0,0,0,0,2,1,0
"3631",0,31,1,0,0,0,4,1,1
"3632",0,56,1,0,0,0,0,0,0
"3633",1,44,0,0,0,0,4,1,0
"3634",0,24,0,0,4,0,14,1,1
"3635",0,38,0,0,0,0,11,1,1
"3636",0,51,0,0,0,0,22,1,1
"3637",0,22,1,0,0,0,0,1,0
"3638",0,28,0,0,0,0,5,0,1
"3639",0,47,0,0,0,1,19,1,1
"3640",0,51,0,0,0,0,0,0,0
"3641",0,25,1,0,0,0,1,0,0
"3642",0,53,0,0,0,0,1,1,0
"3643",0,30,0,0,0,0,0,1,0
"3644",0,33,1,0,0,0,0,1,1
"3645",0,35,0,0,0,0,5,1,0
"3646",1,33,0,0,0,0,0,1,0
"3647",0,65,0,0,0,0,11,1,1
"3648",0,59,0,0,0,0,1,0,0
"3649",1,37,0,0,0,0,4,0,1
"3650",1,33,1,0,0,0,1,1,1
"3651",0,27,0,0,0,0,2,1,1
"3652",1,29,0,0,0,0,9,1,1
"3653",0,26,0,0,0,0,11,1,1
"3654",0,24,0,0,0,3,3,1,1
"3655",0,43,0,0,0,0,5,1,1
"3656",0,37,0,0,0,0,11,0,1
"3657",0,53,0,0,0,0,13,1,1
"3658",0,43,0,0,0,0,4,1,0
"3659",0,26,0,0,0,0,4,1,1
"3660",1,30,1,0,0,0,1,0,0
"3661",0,27,0,0,0,0,6,1,1
"3662",0,39,1,0,0,0,9,1,1
"3663",0,37,1,0,0,0,4,0,0
"3664",0,22,1,0,0,0,3,0,1
"3665",0,25,1,0,0,0,0,1,1
"3666",0,26,0,0,0,0,1,1,1
"3667",1,28,1,0,0,0,0,0,1
"3668",0,25,0,0,0,0,0,0,1
"3669",0,58,1,0,0,0,1,1,0
"3670",1,29,1,0,0,0,1,0,1
"3671",0,33,0,0,0,0,8,1,1
"3672",0,38,0,0,0,0,0,1,0
"3673",0,38,1,0,0,0,2,1,0
"3674",0,59,0,0,0,0,22,1,1
"3675",0,29,0,0,0,0,4,0,1
"3676",0,57,0,0,0,0,9,1,1
"3677",0,53,1,0,0,0,0,0,0
"3678",0,33,0,0,0,0,2,1,1
"3679",0,58,1,0,0,0,1,0,0
"3680",0,51,1,0,0,0,1,0,0
"3681",0,25,0,0,0,2,11,1,1
"3682",0,53,1,0,0,0,2,1,0
"3683",0,32,1,0,0,0,0,0,1
"3684",0,35,0,0,0,0,6,1,1
"3685",0,39,1,0,0,0,1,1,0
"3686",0,36,0,0,0,0,1,0,1
"3687",1,42,1,0,0,0,5,0,0
"3688",0,37,0,0,0,0,0,0,0
"3689",0,39,1,0,0,0,0,1,0
"3690",1,52,1,0,0,0,3,0,0
"3691",0,60,0,0,0,0,1,0,0
"3692",0,37,0,0,0,0,2,0,0
"3693",0,42,1,0,0,0,4,1,0
"3694",0,44,0,0,0,0,0,0,0
"3695",0,23,0,0,0,0,6,1,1
"3696",1,42,0,0,0,0,0,0,0
"3697",1,28,1,0,0,0,2,1,0
"3698",0,28,0,0,0,0,5,1,0
"3699",0,38,1,0,0,0,12,1,1
"3700",1,43,0,0,0,0,2,1,0
"3701",0,42,0,0,0,0,0,1,1
"3702",1,25,1,0,0,0,0,0,0
"3703",0,32,0,0,0,0,7,1,1
"3704",0,21,0,0,0,0,0,1,1
"3705",1,35,1,0,0,0,1,0,1
"3706",0,37,1,0,0,0,0,1,1
"3707",1,33,0,0,0,0,2,1,0
"3708",1,51,1,0,0,0,4,1,0
"3709",0,39,1,0,0,0,3,1,0
"3710",0,35,0,0,0,0,5,0,1
"3711",0,40,0,0,0,0,3,1,1
"3712",0,32,0,0,0,0,17,1,1
"3713",0,18,1,5,0,0,4,1,1
"3714",0,32,1,0,0,0,3,1,1
"3715",0,37,0,0,0,0,0,0,0
"3716",0,32,0,0,0,0,10,1,1
"3717",0,47,1,0,0,0,5,0,0
"3718",1,23,1,0,0,0,0,0,1
"3719",0,63,1,0,0,0,10,1,0
"3720",0,38,0,0,1,0,16,1,1
"3721",0,32,0,0,0,0,6,0,1
"3722",0,31,0,0,0,0,4,1,1
"3723",0,23,0,0,0,0,0,1,0
"3724",0,38,0,0,0,0,1,0,1
"3725",1,47,1,0,0,0,0,0,0
"3726",0,33,1,0,0,0,1,1,1
"3727",0,22,1,0,0,0,1,1,0
"3728",0,26,1,0,0,0,1,0,0
"3729",0,40,1,0,0,0,0,0,0
"3730",0,36,0,10,0,0,14,1,1
"3731",1,65,1,0,0,0,0,0,0
"3732",0,44,1,0,0,0,4,0,1
"3733",1,22,0,0,0,0,0,0,0
"3734",0,34,0,0,0,0,0,0,0
"3735",1,38,0,0,0,0,0,1,0
"3736",1,26,1,0,0,0,4,1,0
"3737",0,20,0,0,0,0,0,0,0
"3738",0,49,0,0,0,0,0,1,0
"3739",0,56,0,0,0,0,7,1,0
"3740",0,52,1,0,0,0,2,1,1
"3741",0,25,0,0,0,0,2,0,0
"3742",0,34,0,0,0,0,5,1,0
"3743",0,33,0,0,0,0,1,0,0
"3744",0,21,0,0,1,2,1,1,1
"3745",0,46,0,0,0,0,9,1,0
"3746",0,22,0,0,0,0,2,0,1
"3747",0,57,1,0,0,0,1,0,0
"3748",0,22,0,0,0,1,2,1,0
"3749",1,48,1,0,0,0,1,0,0
"3750",0,40,0,0,0,0,21,1,1
"3751",1,30,0,0,0,0,1,1,0
"3752",0,21,1,0,1,0,4,0,1
"3753",1,39,0,0,2,0,22,1,1
"3754",0,27,1,0,0,0,13,1,1
"3755",1,33,1,0,0,0,0,0,1
"3756",0,24,0,0,0,0,0,1,0
"3757",0,43,0,0,0,0,0,1,0
"3758",1,45,1,0,0,0,0,0,0
"3759",0,51,0,0,0,0,3,1,0
"3760",1,35,0,0,0,0,2,1,0
"3761",0,31,0,0,0,0,9,0,1
"3762",0,27,1,0,0,0,0,0,0
"3763",0,32,0,0,0,0,1,1,0
"3764",0,49,1,0,0,0,0,0,0
"3765",0,29,0,0,0,0,2,1,0
"3766",0,23,0,0,1,0,2,1,1
"3767",0,30,0,0,0,0,6,0,0
"3768",0,55,0,0,0,0,12,1,1
"3769",0,30,1,0,0,0,0,0,0
"3770",0,34,0,0,0,0,13,1,0
"3771",0,56,1,0,0,0,2,1,0
"3772",0,33,0,0,0,0,4,1,1
"3773",0,28,0,0,0,0,1,0,0
"3774",0,29,0,0,0,0,1,1,1
"3775",0,38,1,0,0,0,0,0,0
"3776",0,37,1,0,0,0,0,1,0
"3777",1,33,1,0,0,0,0,0,0
"3778",0,30,0,0,0,0,0,1,0
"3779",0,51,0,1,0,1,19,1,1
"3780",0,65,0,0,0,0,7,0,1
"3781",1,32,0,0,0,0,1,0,0
"3782",0,38,1,0,0,0,5,1,1
"3783",0,35,0,0,0,0,1,1,0
"3784",0,57,1,0,0,0,1,1,0
"3785",0,26,1,0,0,0,1,1,0
"3786",1,23,0,0,3,1,7,0,1
"3787",1,36,0,2,0,0,4,0,1
"3788",1,33,0,0,0,0,2,1,0
"3789",0,35,1,0,0,0,3,1,1
"3790",0,33,0,0,0,0,0,1,0
"3791",0,47,1,0,0,0,0,0,0
"3792",1,53,0,0,0,0,0,0,0
"3793",0,31,0,0,0,0,6,1,1
"3794",0,35,1,0,0,0,1,0,0
"3795",1,36,0,0,0,0,1,1,0
"3796",1,25,1,0,0,0,0,0,0
"3797",0,52,0,0,0,0,10,1,1
"3798",0,23,0,0,0,0,3,0,1
"3799",0,34,0,0,0,0,7,0,0
"3800",0,51,1,0,0,0,6,1,0
"3801",0,24,0,0,0,4,8,1,1
"3802",0,32,1,0,0,0,0,1,0
"3803",0,43,0,0,0,0,8,1,1
"3804",0,45,0,1,0,1,20,0,1
"3805",0,42,0,0,0,0,10,0,1
"3806",0,22,0,0,0,0,1,1,1
"3807",0,49,0,0,0,0,4,1,0
"3808",0,42,0,0,0,0,0,1,0
"3809",0,40,1,0,0,0,0,0,1
"3810",0,25,0,0,1,0,2,1,1
"3811",0,25,1,0,0,0,0,0,1
"3812",0,23,0,0,0,0,0,1,1
"3813",0,21,1,0,0,0,2,1,1
"3814",0,31,1,0,0,0,3,0,1
"3815",1,28,0,0,0,0,0,0,0
"3816",0,24,0,0,0,0,11,1,1
"3817",0,45,1,0,0,0,0,1,0
"3818",0,23,0,0,0,0,2,0,0
"3819",0,39,0,0,0,0,7,1,1
"3820",0,25,1,0,0,0,2,1,0
"3821",0,24,0,0,1,0,1,1,0
"3822",0,46,1,0,0,0,1,1,0
"3823",0,47,1,0,0,0,3,1,0
"3824",0,54,1,0,0,0,2,0,0
"3825",0,22,0,0,0,1,1,0,0
"3826",1,34,1,0,0,0,0,0,0
"3827",0,33,1,0,0,0,0,0,0
"3828",0,27,1,0,0,0,1,0,1
"3829",0,29,0,0,0,1,16,1,1
"3830",0,34,0,0,0,0,3,0,0
"3831",0,32,0,0,0,0,1,1,1
"3832",0,29,0,0,0,0,0,0,1
"3833",1,25,1,0,0,0,2,0,0
"3834",0,34,1,0,0,0,16,1,1
"3835",1,55,0,0,0,0,1,1,0
"3836",0,27,0,0,0,0,0,1,0
"3837",0,26,0,0,0,0,0,0,0
"3838",0,39,0,2,2,1,19,1,1
"3839",0,24,0,0,0,0,1,1,1
"3840",0,29,1,0,0,0,0,0,0
"3841",1,31,1,0,0,0,3,1,1
"3842",0,50,0,0,0,0,13,1,0
"3843",0,25,0,0,0,0,2,1,1
"3844",0,31,0,0,0,0,4,1,1
"3845",0,31,0,0,0,0,0,0,0
"3846",0,26,1,1,0,0,2,1,1
"3847",0,54,1,0,0,0,2,1,0
"3848",0,33,0,0,0,0,14,1,1
"3849",0,22,0,0,0,0,0,0,0
"3850",0,35,0,0,1,0,8,1,1
"3851",1,30,0,0,0,0,4,1,1
"3852",0,25,0,0,0,0,0,1,0
"3853",0,25,0,0,0,0,0,1,1
"3854",0,44,0,0,0,0,0,1,0
"3855",1,29,1,0,0,0,2,1,1
"3856",0,46,1,0,0,0,2,1,0
"3857",0,53,1,0,0,0,0,0,0
"3858",0,24,0,0,0,0,2,1,1
"3859",1,52,0,0,0,0,2,1,0
"3860",0,27,0,0,0,0,0,0,0
"3861",0,41,1,0,0,0,0,1,0
"3862",1,21,0,0,0,0,0,1,1
"3863",0,24,1,0,0,0,1,1,0
"3864",0,38,1,0,0,0,8,1,0
"3865",0,23,1,0,0,0,0,0,0
"3866",0,42,0,0,0,0,0,1,0
"3867",0,32,1,0,0,0,4,1,1
"3868",0,24,0,0,0,0,3,0,1
"3869",0,24,0,5,0,0,5,1,1
"3870",0,26,0,0,0,0,4,1,1
"3871",0,50,1,0,0,0,9,1,0
"3872",1,32,0,0,0,0,3,0,1
"3873",0,40,0,0,0,0,13,1,1
"3874",0,25,1,0,0,0,1,0,0
"3875",0,42,0,0,0,0,1,1,0
"3876",0,27,0,0,0,0,2,1,0
"3877",0,23,1,0,0,0,0,1,1
"3878",0,37,0,0,0,0,22,0,1
"3879",0,32,0,0,0,0,1,0,0
"3880",0,38,0,0,0,0,2,0,1
"3881",0,52,1,0,0,0,4,0,0
"3882",0,29,1,0,0,0,2,1,0
"3883",0,28,0,0,0,0,7,0,0
"3884",0,49,0,0,0,0,0,0,0
"3885",0,50,1,0,0,0,0,1,0
"3886",0,26,1,0,0,0,2,1,0
"3887",1,34,1,0,0,0,0,1,1
"3888",1,28,1,0,0,0,1,1,1
"3889",0,36,1,0,0,0,4,1,1
"3890",0,45,0,0,0,0,1,1,0
"3891",0,30,0,0,0,0,0,1,0
"3892",0,24,0,0,0,0,3,1,0
"3893",0,25,0,0,0,0,0,0,0
"3894",0,25,0,0,0,0,4,0,0
"3895",0,45,1,0,0,0,2,1,0
"3896",0,26,1,0,0,0,1,1,1
"3897",0,37,0,0,0,0,2,1,0
"3898",0,24,0,0,0,0,0,0,0
"3899",0,40,1,0,0,0,2,0,0
"3900",0,60,1,0,0,0,1,0,0
"3901",1,33,0,0,0,0,0,1,0
"3902",0,31,0,0,0,1,6,1,1
"3903",0,53,0,0,0,0,18,1,0
"3904",0,55,0,0,0,0,0,0,0
"3905",0,36,1,0,0,0,4,0,1
"3906",0,30,0,0,0,0,6,1,1
"3907",0,21,0,0,0,0,1,1,1
"3908",0,55,1,0,0,0,0,0,0
"3909",0,22,1,0,0,0,1,1,0
"3910",1,23,0,0,0,0,1,1,0
"3911",1,24,1,0,0,1,7,0,1
"3912",1,40,0,0,0,0,13,1,1
"3913",0,57,1,0,0,0,9,1,0
"3914",0,33,1,0,0,0,0,0,0
"3915",0,32,1,0,0,0,2,1,0
"3916",0,47,1,0,0,0,3,1,0
"3917",0,51,1,0,0,0,6,0,0
"3918",0,22,0,0,1,0,1,1,1
"3919",0,47,1,0,0,0,2,1,0
"3920",0,28,1,0,0,0,1,1,0
"3921",0,21,0,0,0,1,1,1,1
"3922",0,28,0,0,0,0,5,1,1
"3923",1,44,1,0,0,0,1,0,0
"3924",0,25,0,0,0,0,0,1,0
"3925",0,34,0,0,0,0,4,0,0
"3926",0,65,1,0,0,0,0,0,0
"3927",0,33,1,0,0,0,5,1,1
"3928",1,23,1,0,0,0,0,0,0
"3929",1,44,1,0,0,0,0,0,0
"3930",0,21,0,1,0,0,1,1,1
"3931",0,24,0,0,0,0,1,0,0
"3932",0,51,1,0,0,0,1,0,0
"3933",1,21,0,0,0,0,0,1,1
"3934",0,39,1,0,0,0,6,1,1
"3935",0,29,0,0,0,0,29,1,1
"3936",0,24,1,0,0,0,1,1,1
"3937",1,23,0,0,0,0,0,1,1
"3938",0,31,0,0,0,2,11,1,1
"3939",1,35,0,0,0,0,0,0,0
"3940",0,30,0,0,0,0,0,1,0
"3941",0,34,1,0,0,0,8,1,1
"3942",1,39,0,0,0,0,4,1,1
"3943",0,29,0,0,0,0,6,0,0
"3944",0,51,1,0,0,0,0,0,0
"3945",0,22,1,0,0,1,1,1,1
"3946",0,29,1,0,0,0,2,1,0
"3947",0,35,1,0,0,0,8,1,1
"3948",0,32,1,0,0,0,6,1,0
"3949",0,33,1,0,0,0,3,0,0
"3950",0,58,1,0,0,0,5,1,0
"3951",0,54,0,0,0,0,0,1,0
"3952",0,30,0,0,0,0,3,1,0
"3953",0,33,0,0,0,0,2,1,1
"3954",0,24,0,0,0,0,0,1,0
"3955",0,48,0,0,0,0,10,1,0
"3956",0,23,0,0,0,0,0,0,1
"3957",0,23,1,0,0,0,2,1,1
"3958",0,47,0,0,0,0,1,0,0
"3959",0,21,0,0,0,0,0,1,0
"3960",0,29,0,0,0,0,0,0,1
"3961",0,48,1,0,0,0,2,1,0
"3962",0,37,1,0,0,0,4,0,0
"3963",0,50,1,0,0,0,3,1,0
"3964",0,19,0,0,0,0,3,1,1
"3965",0,39,1,0,0,0,2,0,0
"3966",0,49,0,2,0,0,13,1,0
"3967",0,58,1,0,0,0,2,1,1
"3968",0,31,0,0,0,0,6,1,1
"3969",0,23,0,0,0,2,1,0,1
"3970",1,23,0,0,0,0,0,1,0
"3971",0,31,1,0,0,0,17,1,1
"3972",0,33,0,0,0,0,0,1,0
"3973",0,57,1,0,0,0,6,1,0
"3974",1,31,1,0,0,0,0,0,0
"3975",0,57,0,0,0,0,19,1,1
"3976",0,57,1,0,0,0,12,0,1
"3977",0,29,0,0,0,0,6,0,1
"3978",0,30,0,0,0,0,0,0,0
"3979",0,45,0,0,0,0,11,1,0
"3980",0,42,1,0,0,0,0,1,1
"3981",0,48,0,0,0,0,7,1,0
"3982",0,29,0,0,2,0,12,1,1
"3983",0,23,1,0,0,0,0,1,0
"3984",1,28,1,0,0,0,0,1,0
"3985",0,41,0,0,0,0,3,1,1
"3986",0,25,0,0,0,0,1,0,0
"3987",1,34,1,0,0,0,3,0,1
"3988",0,53,0,0,0,0,26,1,1
"3989",1,28,0,0,0,0,1,1,0
"3990",0,27,0,0,0,0,0,1,0
"3991",0,39,0,0,0,0,4,1,0
"3992",1,55,1,0,0,0,6,1,0
"3993",0,27,0,0,0,0,4,1,1
"3994",0,30,1,0,0,1,7,1,1
"3995",0,31,0,3,0,1,15,0,1
"3996",0,20,0,0,0,1,1,0,1
"3997",0,26,1,0,0,0,2,1,1
"3998",0,44,0,0,0,0,7,1,1
"3999",0,33,0,0,0,0,17,1,1
"4000",0,34,1,0,0,0,0,1,0
"4001",0,27,1,0,0,0,0,0,0
"4002",0,21,0,0,0,1,1,1,1
"4003",0,29,0,0,0,0,4,1,0
"4004",0,27,0,0,0,0,7,1,1
"4005",1,24,1,0,0,0,0,1,1
"4006",0,29,0,0,0,0,0,1,1
"4007",0,20,1,0,0,0,0,1,0
"4008",1,23,1,0,0,0,0,1,0
"4009",1,48,0,0,0,0,0,0,0
"4010",0,34,0,0,0,0,0,0,0
"4011",0,46,0,0,0,0,1,0,1
"4012",1,41,1,0,0,0,3,1,1
"4013",0,26,0,0,0,0,3,1,1
"4014",0,37,0,0,0,0,11,1,1
"4015",1,54,1,0,0,0,7,1,1
"4016",1,25,0,0,0,0,5,0,1
"4017",1,22,1,0,0,0,2,1,0
"4018",0,32,0,0,0,0,7,1,0
"4019",0,44,0,0,0,0,0,0,0
"4020",0,28,0,0,0,0,1,1,0
"4021",0,60,0,0,0,0,3,0,0
"4022",0,49,1,0,0,0,0,1,0
"4023",0,32,0,0,0,0,9,1,0
"4024",0,30,0,0,0,0,10,0,0
"4025",0,52,1,0,0,0,0,1,0
"4026",1,27,0,0,0,0,1,0,1
"4027",0,34,0,0,0,0,0,1,1
"4028",0,55,0,0,0,0,5,1,0
"4029",0,37,0,0,0,0,6,0,1
"4030",0,33,0,0,0,0,0,0,1
"4031",0,22,0,0,0,0,0,1,1
"4032",1,27,0,0,0,0,0,0,0
"4033",0,20,0,0,0,2,0,1,1
"4034",0,33,1,0,0,0,0,1,0
"4035",0,26,0,0,0,0,0,0,0
"4036",0,29,0,0,0,0,0,0,1
"4037",0,32,0,0,0,0,1,0,0
"4038",0,37,1,0,0,0,4,0,0
"4039",0,31,0,0,0,0,15,1,1
"4040",0,29,0,0,0,0,6,1,1
"4041",0,31,0,0,0,0,6,1,0
"4042",1,36,1,0,0,0,2,1,0
"4043",0,35,0,0,0,0,4,0,1
"4044",1,37,0,0,0,0,1,1,0
"4045",0,34,1,0,0,0,5,0,0
"4046",0,20,1,0,0,0,1,0,1
"4047",1,50,0,0,0,0,12,0,1
"4048",0,24,1,0,0,2,8,1,1
"4049",0,29,0,0,1,0,8,0,1
"4050",1,45,0,0,0,0,1,1,0
"4051",0,34,1,0,0,0,2,1,1
"4052",0,70,0,0,0,0,0,0,0
"4053",0,26,0,0,0,0,2,1,0
"4054",0,23,0,1,0,0,4,1,1
"4055",0,27,1,0,0,0,5,0,0
"4056",0,44,1,0,0,0,6,1,1
"4057",0,23,0,0,0,0,2,0,0
"4058",0,26,0,0,0,0,0,0,1
"4059",1,23,1,0,0,0,2,0,1
"4060",0,27,0,0,0,0,3,1,1
"4061",1,46,1,0,0,0,1,1,0
"4062",1,27,0,1,0,0,1,1,1
"4063",0,45,1,0,0,0,7,1,0
"4064",0,42,0,0,0,0,1,0,1
"4065",1,24,1,0,1,0,3,0,1
"4066",0,20,0,1,1,1,2,1,1
"4067",0,49,1,0,0,0,3,1,0
"4068",0,29,1,0,0,0,8,0,1
"4069",0,29,0,0,0,0,0,1,0
"4070",1,52,1,0,0,0,1,1,0
"4071",0,37,0,0,0,0,4,0,0
"4072",0,26,0,0,0,0,1,0,0
"4073",0,53,0,0,0,0,15,1,0
"4074",0,47,0,0,0,0,1,1,0
"4075",0,38,0,0,0,0,0,0,1
"4076",0,25,0,0,0,0,1,1,1
"4077",0,21,0,1,0,0,1,1,1
"4078",0,48,0,0,0,0,0,0,0
"4079",1,40,1,0,0,0,1,1,0
"4080",1,24,0,0,0,0,0,1,0
"4081",0,22,0,0,0,0,0,1,0
"4082",0,36,0,0,0,0,4,0,1
"4083",0,38,1,0,0,0,2,0,0
"4084",0,23,0,0,0,0,0,1,0
"4085",0,54,0,0,0,0,2,0,0
"4086",0,24,0,0,0,0,1,1,0
"4087",1,44,1,0,0,0,0,0,0
"4088",1,23,0,0,0,0,2,1,1
"4089",0,64,1,0,0,0,0,0,0
"4090",0,38,1,0,0,0,5,0,1
"4091",1,45,0,0,0,0,0,0,0
"4092",0,49,0,0,0,0,1,1,1
"4093",1,45,0,0,0,0,3,1,1
"4094",0,33,0,0,0,0,0,0,0
"4095",0,44,0,0,0,0,2,1,0
"4096",0,51,0,0,0,0,3,1,0
"4097",0,50,0,0,0,0,0,1,0
"4098",0,33,1,0,2,0,2,0,0
"4099",1,54,1,0,0,0,0,0,0
"4100",0,28,0,0,0,0,3,1,1
"4101",0,33,1,0,0,1,14,1,1
"4102",0,42,0,0,0,0,17,0,1
"4103",0,34,1,0,0,0,3,1,0
"4104",0,38,1,0,0,0,2,1,0
"4105",0,21,0,0,0,0,1,1,1
"4106",0,33,0,0,0,0,5,1,0
"4107",0,32,0,0,0,1,9,0,1
"4108",0,45,1,0,0,0,1,0,0
"4109",0,30,1,0,0,0,1,1,1
"4110",1,29,0,0,0,0,0,1,1
"4111",0,44,0,0,0,0,3,0,0
"4112",1,51,1,0,0,0,0,0,0
"4113",1,28,0,0,0,0,0,1,0
"4114",0,27,1,0,0,0,1,1,0
"4115",0,28,0,0,0,0,16,1,1
"4116",1,30,0,0,0,0,0,1,0
"4117",0,32,0,0,0,0,0,0,1
"4118",0,27,1,0,0,0,5,1,0
"4119",0,21,0,0,0,0,1,1,1
"4120",0,21,0,0,0,0,0,1,1
"4121",1,34,1,0,0,0,0,1,0
"4122",0,24,0,0,0,0,7,1,1
"4123",0,32,1,0,0,0,0,0,0
"4124",1,38,1,0,0,0,5,1,1
"4125",0,56,0,0,0,0,3,0,0
"4126",1,44,0,0,0,0,0,0,0
"4127",0,31,0,0,0,0,1,0,1
"4128",1,25,1,0,0,0,6,1,1
"4129",1,20,0,0,0,0,0,0,1
"4130",0,35,0,0,0,0,1,0,1
"4131",0,33,0,0,0,0,1,1,0
"4132",0,24,0,0,0,0,0,0,0
"4133",1,40,0,0,0,0,2,0,0
"4134",0,27,0,0,0,0,9,1,1
"4135",1,21,0,0,0,0,2,0,0
"4136",0,38,0,0,0,0,9,1,1
"4137",0,20,1,0,0,1,0,1,1
"4138",0,30,0,0,0,0,9,1,0
"4139",0,36,1,0,0,0,9,1,1
"4140",0,23,0,0,0,0,2,0,1
"4141",0,39,0,0,0,0,21,1,1
"4142",0,32,0,0,0,0,3,0,1
"4143",0,29,1,0,0,0,3,1,1
"4144",0,58,1,0,0,0,2,0,0
"4145",0,23,0,0,0,1,2,1,1
"4146",0,23,1,0,0,0,3,0,1
"4147",1,68,0,0,0,0,5,1,0
"4148",1,26,1,0,0,0,2,0,1
"4149",0,51,0,0,0,0,0,1,0
"4150",0,25,0,0,0,0,0,0,0
"4151",0,40,0,0,0,0,5,1,1
"4152",0,51,0,0,0,0,14,1,1
"4153",0,27,0,0,0,0,2,0,1
"4154",0,49,0,0,0,0,11,0,1
"4155",0,36,0,0,0,0,0,0,0
"4156",0,28,1,0,0,0,5,0,1
"4157",0,20,0,0,0,0,0,1,0
"4158",0,21,0,0,0,0,2,1,1
"4159",1,31,0,0,0,0,0,1,0
"4160",0,57,0,0,0,0,0,0,0
"4161",1,61,1,0,0,0,8,1,0
"4162",0,35,0,0,0,0,3,1,0
"4163",0,54,0,0,0,0,3,1,1
"4164",0,39,1,0,0,0,0,1,0
"4165",0,24,0,0,1,0,1,1,1
"4166",1,29,0,0,0,0,0,1,0
"4167",0,48,0,0,0,1,8,1,1
"4168",0,30,0,0,0,1,6,0,1
"4169",0,26,0,0,1,0,10,1,1
"4170",0,36,1,0,0,0,2,1,1
"4171",0,37,0,0,0,0,12,1,1
"4172",0,26,0,0,0,0,4,1,1
"4173",0,29,0,0,0,0,7,0,1
"4174",0,26,0,0,0,0,1,0,1
"4175",0,60,0,0,0,0,2,1,0
"4176",0,27,1,0,0,0,2,1,1
"4177",0,41,0,2,0,0,16,1,1
"4178",0,22,1,0,0,1,1,1,1
"4179",0,28,0,0,0,0,3,1,1
"4180",0,33,0,0,0,0,13,1,1
"4181",0,28,0,0,0,0,2,1,0
"4182",0,55,1,0,0,0,0,0,0
"4183",0,21,0,0,1,0,6,1,1
"4184",0,28,0,0,0,0,2,1,0
"4185",1,22,0,0,0,0,0,0,0
"4186",1,29,1,0,0,0,6,1,1
"4187",0,45,0,0,0,0,5,1,0
"4188",0,24,0,0,0,0,2,0,1
"4189",0,50,0,0,0,0,12,1,0
"4190",0,24,0,0,0,0,1,0,1
"4191",0,47,0,0,0,0,1,1,0
"4192",0,57,1,0,0,0,1,0,0
"4193",0,54,1,0,0,0,6,1,0
"4194",1,42,1,0,0,0,0,0,0
"4195",0,35,1,0,0,0,5,1,0
"4196",0,30,0,0,0,0,0,1,0
"4197",0,53,1,0,0,0,1,1,0
"4198",1,31,0,0,0,0,2,0,0
"4199",0,83,1,0,0,0,4,1,0
"4200",0,46,0,0,0,0,15,1,1
"4201",0,31,0,0,0,0,0,1,0
"4202",0,23,0,0,0,0,4,1,1
"4203",0,47,0,0,0,0,9,1,0
"4204",0,31,0,0,0,0,4,1,1
"4205",0,50,0,0,0,0,0,0,1
"4206",0,24,0,0,1,0,9,0,1
"4207",1,22,0,0,1,0,2,1,1
"4208",0,45,0,0,0,0,1,0,0
"4209",1,30,0,0,0,0,2,1,0
"4210",0,30,0,0,0,0,5,0,1
"4211",0,36,0,0,0,0,4,0,0
"4212",1,43,1,0,0,0,22,0,1
"4213",0,50,0,0,0,0,0,0,0
"4214",1,24,0,0,0,0,2,1,0
"4215",1,42,1,0,0,0,3,1,1
"4216",1,29,1,0,0,0,1,1,1
"4217",1,28,0,0,0,0,2,1,0
"4218",0,31,0,0,0,0,0,0,0
"4219",0,25,0,0,0,0,5,1,1
"4220",0,36,0,0,0,0,4,1,1
"4221",0,24,0,0,0,0,1,0,1
"4222",0,28,1,0,0,0,5,1,1
"4223",0,31,1,0,0,0,0,0,0
"4224",0,23,0,0,0,0,0,1,0
"4225",0,29,1,0,0,0,4,0,1
"4226",0,51,0,0,0,0,11,0,1
"4227",0,34,0,0,0,0,1,1,1
"4228",0,29,0,0,0,0,12,1,0
"4229",0,39,0,0,1,0,13,1,1
"4230",1,36,0,0,0,0,0,0,0
"4231",0,59,0,0,0,0,15,0,1
"4232",0,23,0,0,0,2,3,1,1
"4233",0,31,0,0,0,0,15,1,1
